Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Feb 15, 2020 @ 17:47:41.000","Benny Gantz",486744978669566,post,"1,900",493,"6,396",7
"Feb 15, 2020 @ 17:19:03.000","Ayelet Shaked",2664468360338240,post,163,26,531,0
"Feb 15, 2020 @ 17:01:57.000","Benjamin Netanyahu",10157079610452076,post,899,783,"4,379",31
"Feb 15, 2020 @ 17:00:01.000","Yair Lapid",2923252261066439,post,45,82,647,2
"Feb 15, 2020 @ 17:00:00.000","Aryeh Deri",2647458561974265,post,883,636,"6,291",18
"Feb 15, 2020 @ 16:35:37.000","Itamar Ben-Gvir",1186762674859404,post,50,18,222,0
"Feb 15, 2020 @ 16:27:50.000","Gabi Ashkenazi",503212710601632,post,"1,100",360,"3,049",28
"Feb 15, 2020 @ 13:00:56.000","Avigdor Liberman",3080478845298376,post,608,223,"1,512",15
"Feb 15, 2020 @ 09:13:43.000","Avigdor Liberman",2586232968284095,"live post",669,65,0,0
"Feb 15, 2020 @ 09:00:18.000","Nitzan Horowitz",10158204840991340,post,249,82,998,14
"Feb 15, 2020 @ 08:55:52.000","Avigdor Liberman",3080089532003974,post,45,3,98,0
"Feb 14, 2020 @ 15:09:59.000","Stav Shaffir",2614307232122513,post,25,20,226,0
"Feb 14, 2020 @ 14:33:48.000","Benjamin Netanyahu",10157076394257076,post,"1,200",166,"10,766",6
"Feb 14, 2020 @ 14:15:59.000","Benny Gantz",486003602077037,post,962,481,"4,485",3
"Feb 14, 2020 @ 14:11:24.000","Moshe Feiglin",2799571493455281,post,18,41,322,0
"Feb 14, 2020 @ 13:47:37.000","Miri Regev",2773388226091308,post,388,133,"1,853",1
"Feb 14, 2020 @ 13:38:09.000","Itamar Ben-Gvir",1185851311617207,post,33,49,432,54
"Feb 14, 2020 @ 13:31:02.000","Avigdor Liberman",3078043392208588,post,610,87,746,7
"Feb 14, 2020 @ 13:17:29.000","Benny Gantz",485966188747445,post,"2,700","1,600","10,929",37
"Feb 14, 2020 @ 13:08:17.000","Moshe Bogie Ya'alon",3086324851400672,post,"1,300",365,"2,752",13
"Feb 14, 2020 @ 13:06:15.000","Benjamin Netanyahu",10157076171647076,post,"5,900","6,100","36,307",303
"Feb 14, 2020 @ 12:56:40.000","Yair Lapid",2920778757980456,post,890,"1,000","7,125",7
"Feb 14, 2020 @ 12:25:13.000","Naftali Bennett",2879778122043837,post,198,96,"1,171",1
"Feb 14, 2020 @ 12:19:59.000","Itamar Ben-Gvir",1185799064955765,post,84,28,439,0
"Feb 14, 2020 @ 12:19:17.000","Gabi Ashkenazi",502303287359241,post,325,140,"2,093",9
"Feb 14, 2020 @ 12:15:40.000","Moshe Bogie Ya'alon",3086217991411358,post,206,121,"1,364",6
"Feb 14, 2020 @ 12:13:16.000","Benjamin Netanyahu",10157076048942076,post,"3,100","2,200","21,735",55
"Feb 14, 2020 @ 11:49:46.000","Orly Levy-Abkasis",3363931720288788,post,248,24,"3,685",0
"Feb 14, 2020 @ 11:01:01.000","Naftali Bennett",2879628505392132,post,"2,900",316,"6,538",49
"Feb 14, 2020 @ 10:50:51.000","Itamar Ben-Gvir",1185732294962442,post,52,42,295,1
"Feb 14, 2020 @ 10:05:14.000","Nitzan Horowitz",10158213999396340,post,299,78,"1,963",14
"Feb 14, 2020 @ 09:00:11.000","Benjamin Netanyahu",10157075462537076,post,696,736,"8,539",9
"Feb 14, 2020 @ 08:56:52.000","Gabi Ashkenazi",502134137376156,"page-update post",87,109,"2,240",0
"Feb 14, 2020 @ 08:51:26.000","Itamar Ben-Gvir",1185635038305501,post,41,17,284,0
"Feb 14, 2020 @ 08:26:32.000","Moshe Feiglin",2799015580177539,post,55,43,326,1
"Feb 14, 2020 @ 08:14:12.000","Merav Michaeli",2980388155318204,post,309,99,"1,070",7
"Feb 14, 2020 @ 07:34:19.000","Benjamin Netanyahu",10157075458517076,post,480,446,"4,688",6
"Feb 14, 2020 @ 07:32:39.000","Naftali Bennett",2879327222088927,post,214,74,"1,186",0
"Feb 14, 2020 @ 07:00:30.000","Avigdor Liberman",3077377515608509,post,"1,100",761,"2,256",17
"Feb 14, 2020 @ 06:43:01.000","Amir Peretz",2849765675086745,post,"2,300",300,"17,602",44
"Feb 14, 2020 @ 06:17:03.000","Itamar Ben-Gvir",1185558134979858,post,605,345,"1,253",1
"Feb 13, 2020 @ 22:06:45.000","Benny Gantz",485562018787862,post,569,236,"3,874",2
"Feb 13, 2020 @ 21:24:59.000","Miri Regev",2771979839565480,post,75,12,479,1
"Feb 13, 2020 @ 21:10:37.000","Benny Gantz",485530818790982,post,607,426,"9,141",3
"Feb 13, 2020 @ 20:49:18.000","Itamar Ben-Gvir",1185275478341457,post,73,45,948,0
"Feb 13, 2020 @ 20:34:06.000","Benny Gantz",827473671052023,"live post","2,800",517,0,0
"Feb 13, 2020 @ 20:03:19.000","Gabi Ashkenazi",501768617412708,post,264,186,"2,079",3
"Feb 13, 2020 @ 19:07:06.000","Miri Regev",2771769132919884,post,163,44,946,2
"Feb 13, 2020 @ 18:57:39.000","Itamar Ben-Gvir",1185217291680609,post,273,42,557,0
"Feb 13, 2020 @ 18:39:04.000","Benjamin Netanyahu",10157073646632076,post,"4,100","1,200","20,859",57
"Feb 13, 2020 @ 18:21:09.000","Itamar Ben-Gvir",2601070810016008,"live post",69,43,0,0
"Feb 13, 2020 @ 18:00:00.000","Itamar Ben-Gvir",1185040725031599,post,63,120,286,0
"Feb 13, 2020 @ 17:44:45.000","Bezazel Smotrich",1546357872185251,post,67,27,307,1
"Feb 13, 2020 @ 17:42:18.000","Naftali Bennett",2878121832209466,post,275,154,"2,780",5
"Feb 13, 2020 @ 17:39:04.000","Benjamin Netanyahu",2681440128742807,"live post","2,100",957,0,0
"Feb 13, 2020 @ 17:34:54.000","Amir Peretz",2849678148428831,post,"2,300",164,"13,070",40
"Feb 13, 2020 @ 17:30:27.000","Ayelet Shaked",2660086134109796,post,84,69,454,0
"Feb 13, 2020 @ 17:12:12.000","Benjamin Netanyahu",10157073402087076,post,"1,300",252,"5,042",69
"Feb 13, 2020 @ 16:44:31.000","Benjamin Netanyahu",2914366851965635,"live post","1,100",363,0,0
"Feb 13, 2020 @ 16:31:09.000","Benjamin Netanyahu",10157072935072076,post,"2,900","7,700","24,270",21
"Feb 13, 2020 @ 16:27:21.000","Nitzan Horowitz",10158211497546340,post,766,175,"3,510",34
"Feb 13, 2020 @ 16:25:16.000","Moshe Bogie Ya'alon",3084410664925424,post,473,144,"1,218",12
"Feb 13, 2020 @ 15:52:25.000","Ayelet Shaked",2659921587459584,post,440,316,"3,242",9
"Feb 13, 2020 @ 15:46:34.000","Miri Regev",3291373817603607,"live post",459,137,0,0
"Feb 13, 2020 @ 14:57:50.000","Moshe Feiglin",2527474730873671,"live post",84,25,0,0
"Feb 13, 2020 @ 14:40:25.000","Itamar Ben-Gvir",1185070465028625,post,141,130,"2,981",1
"Feb 13, 2020 @ 14:08:13.000","Aryeh Deri",2645336002186521,post,87,25,253,2
"Feb 13, 2020 @ 13:30:00.000","Benjamin Netanyahu",10157072778467076,post,"5,200","2,400","19,656",56
"Feb 13, 2020 @ 13:12:53.000","Gabi Ashkenazi",501542794101957,post,784,802,"2,988",15
"Feb 13, 2020 @ 12:50:51.000","Rafi Peretz",612095089575282,post,50,4,161,2
"Feb 13, 2020 @ 12:48:29.000","Avigdor Liberman",3075536325792628,post,"1,900","1,700","4,248",83
"Feb 13, 2020 @ 12:09:09.000","Benny Gantz",485194108824653,post,"1,200",739,"6,018",17
"Feb 13, 2020 @ 12:03:04.000","Itamar Ben-Gvir",1184943148374690,post,45,78,318,1
"Feb 13, 2020 @ 11:55:43.000","Benjamin Netanyahu",10157072710237076,post,"1,000",418,"8,782",25
"Feb 13, 2020 @ 11:08:11.000","Bezazel Smotrich",1546088228878882,post,23,17,347,1
"Feb 13, 2020 @ 11:00:39.000","Bezazel Smotrich",1546084002212638,post,104,55,680,1
"Feb 13, 2020 @ 10:17:04.000","Itamar Ben-Gvir",1184908318378173,post,17,3,128,0
"Feb 13, 2020 @ 09:42:55.000","Yair Lapid",2918304964894502,post,"2,000","3,900","8,074",249
"Feb 13, 2020 @ 09:22:14.000","Benjamin Netanyahu",10157072466807076,post,612,"1,400","4,686",96
"Feb 13, 2020 @ 09:00:36.000","Nitzan Horowitz",10158204839491340,post,242,95,"1,175",11
"Feb 13, 2020 @ 08:47:03.000","Moshe Feiglin",2796841127061651,post,267,39,602,46
"Feb 13, 2020 @ 08:02:00.000","Itamar Ben-Gvir",1184843908384614,post,49,75,348,0
"Feb 13, 2020 @ 07:56:14.000","Miri Regev",2770678733028924,post,243,26,738,1
"Feb 13, 2020 @ 07:23:19.000","Naftali Bennett",2877087582312891,post,138,69,923,1
"Feb 13, 2020 @ 07:06:17.000","Yair Lapid",2918082478250084,post,320,519,"2,372",364
"Feb 13, 2020 @ 07:02:18.000","Benjamin Netanyahu",10157072245427076,post,604,420,"7,483",4
"Feb 13, 2020 @ 06:15:52.000","Benny Gantz",485039078840156,post,"3,100","2,600","7,442",18
"Feb 13, 2020 @ 06:08:43.000","Ayelet Shaked",2659045134213896,post,69,15,821,0
"Feb 13, 2020 @ 05:54:56.000","Itamar Ben-Gvir",1184788955056776,post,100,102,785,1
"Feb 12, 2020 @ 21:56:17.000","Itamar Ben-Gvir",1184556261746712,post,165,32,459,43
"Feb 12, 2020 @ 20:34:45.000","Benny Gantz",484811745529556,post,731,244,"3,476",0
"Feb 12, 2020 @ 20:29:39.000","Benjamin Netanyahu",10157070906222076,post,"5,700","4,200","12,397",69
"Feb 12, 2020 @ 20:26:04.000","Gabi Ashkenazi",501084444147792,post,220,151,"2,228",0
"Feb 12, 2020 @ 20:04:21.000","Miri Regev",2769757633121034,post,600,223,"3,218",5
"Feb 12, 2020 @ 18:56:10.000","Itamar Ben-Gvir",1184467378422267,post,119,87,432,1
"Feb 12, 2020 @ 18:26:09.000","Benjamin Netanyahu",645596849545075,"live post","1,100",532,0,0
"Feb 12, 2020 @ 18:15:09.000","Bezazel Smotrich",592156111334236,"live post",46,3,0,0
"Feb 12, 2020 @ 18:15:09.000","Naftali Bennett",592140254669155,"live post",498,63,0,0
"Feb 12, 2020 @ 18:15:09.000","Ayelet Shaked",592155234667657,"live post",40,13,0,0
"Feb 12, 2020 @ 18:15:09.000","Rafi Peretz",592156121334235,"live post",16,0,0,0
"Feb 12, 2020 @ 17:58:43.000","Benjamin Netanyahu",10157070475722076,post,718,729,"8,772",11
"Feb 12, 2020 @ 17:29:51.000","Ayelet Shaked",586347315546767,"live post",108,27,0,0
"Feb 12, 2020 @ 17:24:31.000","Benny Gantz",149538016033989,"live post","4,700","1,200",0,0
"Feb 12, 2020 @ 17:12:38.000","Benjamin Netanyahu",2252106994891226,"live post","1,400",512,0,0
"Feb 12, 2020 @ 17:08:48.000","Miri Regev",1479841305540400,"live post",458,115,0,0
"Feb 12, 2020 @ 17:07:05.000","Yair Lapid",2916883698369962,post,776,522,"5,847",7
"Feb 12, 2020 @ 16:02:32.000","Benjamin Netanyahu",2496136303960775,"live post","1,200",633,0,0
"Feb 12, 2020 @ 16:00:03.000","Nitzan Horowitz",10158204838331340,post,370,54,937,19
"Feb 12, 2020 @ 15:45:51.000","Ayelet Shaked",2657832061001870,post,140,28,950,25
"Feb 12, 2020 @ 15:38:25.000","Benjamin Netanyahu",10157070126912076,post,764,537,"14,837",0
"Feb 12, 2020 @ 15:37:50.000","Miri Regev",2365226970434977,"live post",442,140,0,0
"Feb 12, 2020 @ 14:56:27.000","Bezazel Smotrich",1545388188948886,post,69,10,234,1
"Feb 12, 2020 @ 14:54:07.000","Ayelet Shaked",2657738181011258,post,89,47,495,0
"Feb 12, 2020 @ 14:53:18.000","Bezazel Smotrich",1545385808949124,post,47,10,162,0
"Feb 12, 2020 @ 14:50:03.000","Naftali Bennett",2875650635789919,post,105,55,715,2
"Feb 12, 2020 @ 14:49:38.000","Rafi Peretz",611514649633326,post,19,2,52,1
"Feb 12, 2020 @ 14:35:59.000","Itamar Ben-Gvir",1182740291928309,post,109,163,626,1
"Feb 12, 2020 @ 14:31:17.000","Benjamin Netanyahu",493870831553191,"live post","2,300","1,000",0,0
"Feb 12, 2020 @ 14:10:50.000","Bezazel Smotrich",1545353515619020,post,8,0,76,0
"Feb 12, 2020 @ 14:04:40.000","Benny Gantz",484549925555738,post,754,306,"2,966",4
"Feb 12, 2020 @ 13:41:54.000","Bezazel Smotrich",1545327898954915,post,322,159,"1,957",3
"Feb 12, 2020 @ 13:37:40.000","Benjamin Netanyahu",908349606251732,"live post","1,000",906,0,0
"Feb 12, 2020 @ 13:21:48.000","Merav Michaeli",2976258959064457,post,12,19,251,0
"Feb 12, 2020 @ 13:15:30.000","Benjamin Netanyahu",10157069828137076,post,601,388,"2,902",51
"Feb 12, 2020 @ 13:07:34.000","Orly Levy-Abkasis",3359393974075896,post,535,441,"1,881",338
"Feb 12, 2020 @ 12:48:11.000","Itamar Ben-Gvir",1184237871778551,post,46,54,332,0
"Feb 12, 2020 @ 12:11:37.000","Yair Lapid",2916358065089192,post,312,218,"2,246",1
"Feb 12, 2020 @ 12:01:15.000","Benny Gantz",484474712229926,post,"6,300","1,700","11,789",442
"Feb 12, 2020 @ 11:59:44.000","Benjamin Netanyahu",10157069706507076,post,847,880,"5,834",40
"Feb 12, 2020 @ 11:52:23.000","Moshe Bogie Ya'alon",3081674148532409,post,982,311,"5,569",59
"Feb 12, 2020 @ 11:28:11.000","Bezazel Smotrich",1545234615630910,post,13,2,53,0
"Feb 12, 2020 @ 11:28:11.000","Rafi Peretz",611402316311226,post,33,0,43,0
"Feb 12, 2020 @ 11:26:04.000","Ayelet Shaked",2657394427712300,post,12,2,114,0
"Feb 12, 2020 @ 11:15:46.000","Avigdor Liberman",197462164784237,"live post",380,73,0,0
"Feb 12, 2020 @ 11:14:07.000","Avigdor Liberman",3072908726055388,post,33,2,59,0
"Feb 12, 2020 @ 11:11:34.000","Naftali Bennett",2875263499161966,post,90,10,251,2
"Feb 12, 2020 @ 11:08:45.000","Orly Levy-Abkasis",3359174647431162,post,739,356,"4,050",4
"Feb 12, 2020 @ 10:56:35.000","Itamar Ben-Gvir",1184171835118488,post,285,101,773,82
"Feb 12, 2020 @ 10:17:46.000","Itamar Ben-Gvir",1184150595120612,post,35,21,217,0
"Feb 12, 2020 @ 09:54:51.000","Benjamin Netanyahu",10157069535572076,post,"1,600","1,400","11,651",14
"Feb 12, 2020 @ 09:50:28.000","Ayelet Shaked",2657257787725964,post,54,31,928,0
"Feb 12, 2020 @ 08:50:24.000","Nitzan Horowitz",10158207696866340,post,659,122,"1,909",9
"Feb 12, 2020 @ 08:43:22.000","Benny Gantz",484383122239085,post,692,378,"2,438",185
"Feb 12, 2020 @ 08:26:11.000","Itzik Shmuli",2668278123226757,post,27,54,291,53
"Feb 12, 2020 @ 08:09:38.000","Benjamin Netanyahu",10157069393997076,post,454,355,"3,439",79
"Feb 12, 2020 @ 07:15:17.000","Ehud Barak",3029217230443866,post,229,773,"1,683",4
"Feb 12, 2020 @ 06:58:42.000","Benny Gantz",484336385577092,post,"1,500",554,"7,437",328
"Feb 12, 2020 @ 05:38:44.000","Yair Lapid",2915831641808501,post,118,161,"1,105",111
"Feb 12, 2020 @ 04:17:40.000","Benjamin Netanyahu",10157069027457076,post,"1,800","1,700","21,825",24
"Feb 11, 2020 @ 22:18:26.000","Bezazel Smotrich",1544778459009859,post,4,2,223,1
"Feb 11, 2020 @ 21:42:03.000","Benny Gantz",484109175599813,post,"1,300",541,"2,272",20
"Feb 11, 2020 @ 21:03:24.000","Benny Gantz",484087085602022,post,369,161,"2,408",2
"Feb 11, 2020 @ 20:22:19.000","Itamar Ben-Gvir",1183755791826759,post,81,50,433,0
"Feb 11, 2020 @ 20:18:26.000","Miri Regev",2767641013332696,post,"1,000",427,"1,608",342
"Feb 11, 2020 @ 20:10:30.000","Benjamin Netanyahu",858719351228285,"live post","4,200","1,300",0,0
"Feb 11, 2020 @ 20:04:46.000","Gabi Ashkenazi",500361067553463,post,207,172,"1,989",1
"Feb 11, 2020 @ 20:01:53.000","Benjamin Netanyahu",10157067895892076,post,"1,100",465,"4,986",645
"Feb 11, 2020 @ 19:40:51.000","Benny Gantz",484041358939928,post,334,210,"3,241",3
"Feb 11, 2020 @ 19:26:08.000","Orly Levy-Abkasis",3357804170901543,post,"1,600",248,"3,584",9
"Feb 11, 2020 @ 19:04:24.000","Moshe Feiglin",2793700340709063,post,35,6,509,0
"Feb 11, 2020 @ 18:59:11.000","Ehud Barak",3028158570549732,post,383,220,"1,119",26
"Feb 11, 2020 @ 18:55:50.000","Itamar Ben-Gvir",1183454441856894,post,120,74,906,0
"Feb 11, 2020 @ 18:33:31.000","Naftali Bennett",2873915009296815,post,150,60,838,2
"Feb 11, 2020 @ 18:15:38.000","Benjamin Netanyahu",121272975950516,"live post","2,900","1,000",0,0
"Feb 11, 2020 @ 18:00:19.000","Itamar Ben-Gvir",1183675128501492,post,178,337,988,4
"Feb 11, 2020 @ 18:00:01.000","Nitzan Horowitz",10158205501631340,post,183,32,613,3
"Feb 11, 2020 @ 17:57:21.000","Benjamin Netanyahu",10157067560467076,post,"1,100",298,"6,555",7
"Feb 11, 2020 @ 17:52:05.000","Bezazel Smotrich",1544607522360286,post,204,29,980,0
"Feb 11, 2020 @ 17:46:06.000","Benny Gantz",483949282282469,post,"2,500",456,"5,708",39
"Feb 11, 2020 @ 17:27:35.000","Itamar Ben-Gvir",1183656988503306,post,116,60,992,8
"Feb 11, 2020 @ 17:25:11.000","Moshe Bogie Ya'alon",3080034538696370,post,141,69,979,3
"Feb 11, 2020 @ 17:00:00.000","Aryeh Deri",2640747512645370,post,508,397,"3,965",20
"Feb 11, 2020 @ 16:40:04.000","Miri Regev",510646189852425,"live post",868,197,0,0
"Feb 11, 2020 @ 16:39:45.000","Benjamin Netanyahu",567627947177318,"live post","2,400",904,0,0
"Feb 11, 2020 @ 16:30:20.000","Miri Regev",2444830989113751,"live post",345,183,0,0
"Feb 11, 2020 @ 16:26:41.000","Benny Gantz",603057163820041,"live post","3,200",376,0,0
"Feb 11, 2020 @ 16:23:13.000","Nitzan Horowitz",10158205429836340,post,848,133,"2,133",15
"Feb 11, 2020 @ 16:20:46.000","Stav Shaffir",2611673285719241,post,102,70,521,1
"Feb 11, 2020 @ 16:20:35.000","Gabi Ashkenazi",500241717565398,post,73,73,"1,092",2
"Feb 11, 2020 @ 15:45:08.000","Amir Peretz",2845344132195566,post,"2,400",451,"4,257",33
"Feb 11, 2020 @ 15:44:35.000","Benjamin Netanyahu",10157067283707076,post,"2,300","2,500","9,805",311
"Feb 11, 2020 @ 15:43:24.000","Rafi Peretz",610897433028381,post,18,16,209,0
"Feb 11, 2020 @ 15:27:36.000","Ayelet Shaked",2655711334547276,post,156,49,765,7
"Feb 11, 2020 @ 15:09:11.000","Naftali Bennett",2873566792664970,post,90,16,359,0
"Feb 11, 2020 @ 15:03:57.000","Rafi Peretz",610875316363926,post,6,0,22,0
"Feb 11, 2020 @ 14:52:06.000","Benjamin Netanyahu",10157067195602076,post,"1,900","1,500","15,818",16
"Feb 11, 2020 @ 13:43:14.000","Itamar Ben-Gvir",1183511988517806,post,198,61,"1,071",1
"Feb 11, 2020 @ 13:28:19.000","Ayelet Shaked",2655499521235124,post,198,36,"2,869",0
"Feb 11, 2020 @ 13:26:44.000","Miri Regev",2766963826733748,post,500,228,"2,203",2
"Feb 11, 2020 @ 12:53:42.000","Avigdor Liberman",3070747006271560,post,791,243,978,34
"Feb 11, 2020 @ 12:33:40.000","Itamar Ben-Gvir",1183355071866831,post,33,69,322,7
"Feb 11, 2020 @ 12:05:57.000","Ayelet Shaked",2655363254582084,post,109,53,779,0
"Feb 11, 2020 @ 11:24:47.000","Nitzan Horowitz",10158204837716340,post,822,170,"1,947",25
"Feb 11, 2020 @ 10:52:13.000","Benny Gantz",483745242302873,post,713,255,"6,690",1
"Feb 11, 2020 @ 10:33:00.000","Yair Lapid",2914068438651488,post,112,98,"1,266",1
"Feb 11, 2020 @ 10:31:27.000","Naftali Bennett",2873103366044646,post,"1,000","1,300","4,853",39
"Feb 11, 2020 @ 09:04:32.000","Rafi Peretz",610705226380935,post,25,8,245,0
"Feb 11, 2020 @ 07:46:30.000","Naftali Bennett",2521923568025905,post,364,134,"1,714",8
"Feb 11, 2020 @ 07:46:30.000","Ayelet Shaked",2521924404692488,post,158,76,868,1
"Feb 11, 2020 @ 07:11:35.000","Yair Lapid",2913798468678485,post,887,686,"2,360",688
"Feb 11, 2020 @ 06:49:20.000","Itamar Ben-Gvir",1182758291926509,post,79,65,421,0
"Feb 11, 2020 @ 05:59:47.000","Moshe Feiglin",2792496374162793,post,351,226,"1,071",49
"Feb 11, 2020 @ 04:47:40.000","Avigdor Liberman",3070049153008012,post,815,121,"1,179",28
"Feb 10, 2020 @ 22:16:21.000","Avigdor Liberman",3069454369734157,"pinned post","1,100",195,"2,985",78
"Feb 10, 2020 @ 20:42:27.000","Itamar Ben-Gvir",215785359556406,post,7,0,55,0
"Feb 10, 2020 @ 19:20:37.000","Ayelet Shaked",2653938908057852,post,809,145,"3,164",923
"Feb 10, 2020 @ 19:11:53.000","Tamar Zandberg",1832999136830245,post,464,50,733,17
"Feb 10, 2020 @ 19:10:04.000","Benny Gantz",483392652338132,post,"1,400",690,"5,327",5
"Feb 10, 2020 @ 18:55:45.000","Itamar Ben-Gvir",566389210613109,"live post",130,97,0,0
"Feb 10, 2020 @ 18:31:10.000","Itzik Shmuli",2665114620209774,post,60,117,442,14
"Feb 10, 2020 @ 18:26:32.000","Yair Lapid",2912727072118958,post,301,230,"1,424",5
"Feb 10, 2020 @ 17:36:24.000","Benjamin Netanyahu",1113603175723038,"live post","2,200","1,000",0,0
"Feb 10, 2020 @ 17:27:02.000","Miri Regev",2858937034173154,"live post",287,114,0,0
"Feb 10, 2020 @ 17:06:23.000","Moshe Bogie Ya'alon",3077904472242710,post,"1,900",332,"2,347",54
"Feb 10, 2020 @ 17:00:48.000","Miri Regev",2765245313572266,post,52,39,517,0
"Feb 10, 2020 @ 16:53:00.000","Itamar Ben-Gvir",1182848928584112,post,30,30,223,5
"Feb 10, 2020 @ 16:37:53.000","Miri Regev",2991674267533192,"live post",224,76,0,0
"Feb 10, 2020 @ 16:37:43.000","Benjamin Netanyahu",189942302097269,"live post","1,100",402,0,0
"Feb 10, 2020 @ 16:26:47.000","Rafi Peretz",610290696422388,post,119,47,479,2
"Feb 10, 2020 @ 16:22:45.000","Benjamin Netanyahu",10157064730537076,post,621,322,"12,624",8
"Feb 10, 2020 @ 16:17:57.000","Ayelet Shaked",2257344961225236,post,247,198,"2,018",0
"Feb 10, 2020 @ 16:08:57.000","Benny Gantz",483296725681058,post,"2,400","2,300","5,977",74
"Feb 10, 2020 @ 16:08:41.000","Nitzan Horowitz",10158202503906340,post,110,49,811,0
"Feb 10, 2020 @ 16:01:50.000","Itamar Ben-Gvir",1182814905254181,post,99,170,706,177
"Feb 10, 2020 @ 15:53:33.000","Naftali Bennett",2871556309532685,post,"1,000",546,"6,429",13
"Feb 10, 2020 @ 15:31:14.000","Amir Peretz",2842830492446930,post,"2,400",327,"4,521",62
"Feb 10, 2020 @ 15:17:30.000","Miri Regev",1600554583454289,"live post",476,129,0,0
"Feb 10, 2020 @ 15:17:28.000","Benjamin Netanyahu",169485687800678,"live post","1,600",574,0,0
"Feb 10, 2020 @ 15:16:21.000","Rafi Peretz",610249566426501,post,37,5,155,1
"Feb 10, 2020 @ 14:56:44.000","Benjamin Netanyahu",10157064549487076,post,"1,800","1,400","12,932",55
"Feb 10, 2020 @ 14:54:08.000","Miri Regev",573171069944820,"live post",380,162,0,0
"Feb 10, 2020 @ 14:50:13.000","Itamar Ben-Gvir",1182759835259688,post,88,88,553,134
"Feb 10, 2020 @ 14:40:38.000","Benny Gantz",483249272352470,post,609,226,"2,347",4
"Feb 10, 2020 @ 14:32:21.000","Miri Regev",2764963466933784,post,508,78,"1,829",6
"Feb 10, 2020 @ 14:23:40.000","Gabi Ashkenazi",499511194305117,post,278,128,"1,367",1
"Feb 10, 2020 @ 14:17:34.000","Benjamin Netanyahu",10157064443347076,post,641,700,"11,388",5
"Feb 10, 2020 @ 13:32:58.000","Benjamin Netanyahu",10157064358567076,post,"1,400","1,700","6,643",660
"Feb 10, 2020 @ 12:31:07.000","Itamar Ben-Gvir",1182650391937299,post,62,83,914,0
"Feb 10, 2020 @ 12:27:28.000","Yair Lapid",2912126488845683,post,"1,800",744,"5,594",45
"Feb 10, 2020 @ 12:11:03.000","Benjamin Netanyahu",10157064190912076,post,"1,400",741,"13,649",15
"Feb 10, 2020 @ 11:31:16.000","Benjamin Netanyahu",10157064130627076,post,456,662,"3,897",294
"Feb 10, 2020 @ 11:17:28.000","Stav Shaffir",2610676502485586,post,134,130,"1,048",99
"Feb 10, 2020 @ 11:07:22.000","Bezazel Smotrich",1543488375805534,post,72,13,248,2
"Feb 10, 2020 @ 11:02:00.000","Benny Gantz",483099949034069,post,"1,400",719,"4,975",167
"Feb 10, 2020 @ 10:59:37.000","Ayelet Shaked",178526880099550,"live post",74,36,0,0
"Feb 10, 2020 @ 10:58:19.000","Naftali Bennett",2870993109589005,post,"2,500","2,200","9,967",123
"Feb 10, 2020 @ 10:52:02.000","Bezazel Smotrich",1543479919139713,post,153,110,955,10
"Feb 10, 2020 @ 10:49:06.000","Ayelet Shaked",2653061128145630,post,632,681,"3,307",58
